author,title,description,url,urlToImage,date,content,source.id,source.name,symbol,result
BL Mumbai Bureau,"SBI, HDFC Bank asked to set aside higher capital for loans","State Bank of India (SBI) and HDFC Bank, both domestic systemically important banks (D-SIBs), will be required to set aside higher capital for the loans they make with effect from April 1, 2025, in the backdrop of their balance sheets growing bigger",https://www.thehindubusinessline.com/money-and-banking/sbi-hdfc-bank-asked-to-set-aside-higher-capital-for-loans/article67684343.ece,https://bl-i.thgim.com/public/incoming/jlngc7/article67684447.ece/alternates/LANDSCAPE_1200/2023-12-27T063553Z_618945577_RC2H55AM1J3X_RTRMADP_3_INDIA-RBI-REPO.JPG,2023-12-28,"State Bank of India (SBI) and HDFC Bank, both domestic systemically important banks (D-SIBs), will be required to set aside higher capital for the loans they make with effect from April 1, 2025, in t… [+2199 chars]",,BusinessLine,HDFCBANK,1.0
Gurumurthy K & BL Research Bureau,"Bank Nifty prediction today – December 22, 2023: Stay out of the market","Bank Nifty index trading higher; HDFC Bank down 0.6%; Kotak Mahindra Bank up 1.17%; resistance at 48,170; break below 47,720 bearish; Bank Nifty December (48,020) down 0.18%; resistances at 48,180 & 48,200; stay out of market today.",https://www.thehindubusinessline.com/portfolio/technical-analysis/bank-nifty-prediction-today-december-22-2023-stay-out-of-the-market/article67664951.ece,https://bl-i.thgim.com/public/todays-paper/tp-others/h0r99e/article67622912.ece/alternates/LANDSCAPE_1200/DSP-Nifty-Small%2BGPCC4AGA3.5.jpg.jpg,2023-12-22,"Bank Nifty December futures (48,020)
The Bank Nifty index is trading higher. The index is currently at 47,930, up 0.20 per cent. The advances/ declines ratio is at 11:1. This indicates the overall s… [+1337 chars]",,BusinessLine,HDFCBANK,1.0
PTI,"Mcap: Nine of top-10 valued firms jumps ₹2.26 lakh crore; TCS, Infosys biggest gainers","Reliance Industries continued to retain the title of the most valued firm, followed by TCS, HDFC Bank, ICICI Bank, Infosys, Hindustan Unilever, State Bank of India, ITC, Bharti Airtel and LIC.",https://www.thehindubusinessline.com/markets/mcap-nine-of-top-10-valued-firms-jumps-226-lakh-crore-tcs-infosys-biggest-gainers/article67647158.ece,https://bl-i.thgim.com/public/news/hj9qra/article67630988.ece/alternates/LANDSCAPE_1200/stock%20market%20canva%2001478.jpg,2023-12-17,"The combined market valuation of nine of the top-10 most valued firms jumped 2.26 lakh crore last week, with Tata Consultancy Services (TCS) and Infosys emerging as the biggest gainers amid an overal… [+1601 chars]",,BusinessLine,HDFCBANK,
The Hills Times,HDFC Bank launches PayZapp campaign,"HT Bureau GUWAHATI, Dec 9: In a bid to enhance its consumer outreach, HDFC Bank, India’s leading private sector bank, has unveiled an engaging PayZapp campaign featuring popular actors Tiger Shroff, Prabhu Deva, and Kapil Sharma. The campaign, designed by Won…",https://thehillstimes.in/business/hdfc-bank-launches-payzapp-campaign,https://thehillstimes.in/wp-content/uploads/2023/12/Banner_Mobile.jpg,2023-12-09,"HT Bureau
GUWAHATI, Dec 9: In a bid to enhance its consumer outreach, HDFC Bank, Indias leading private sector bank, has unveiled an engaging PayZapp campaign featuring popular actors Tiger Shroff, … [+1562 chars]",,Thehillstimes.in,HDFCBANK,
Sunil Shankar Matkar,Innova Captab IPO: Issue opens on Dec 21 with fresh issue component of Rs 320 cr,"Innova Captab IPO | The initial public offering is a mix of fresh issue of shares worth Rs 320 crore, and an offer-for-sale (OFS) 55.80 lakh equity shares by the existing shareholders.",https://www.moneycontrol.com/news/business/ipo/innova-captab-ipo-issue-opens-on-dec-21-with-fresh-issue-component-of-rs-320-cr-11909981.html,https://images.moneycontrol.com/static-mcnews/2023/12/InnovaCaptab-770x433.jpg,2023-12-15,"Innova Captab, the contract development and manufacturing organization for Indian pharmaceutical companies, has finalised the opening date as December 21 for its upcoming public issue. The fundraisin… [+4620 chars]",,Moneycontrol,HDFCBANK,0.0
Economic Times,HDFC Bank Share Price Live Updates: HDFC Bank Closes at Rs 1652.9 with 6-Month Beta of 0.8861,"Stay updated with the HDFC Bank Stock Liveblog, your one-stop destination for real-time information and analysis of a leading stock. Explore the latest updates on HDFC Bank stock, including: Last traded price 1658.0, Market capitalization: 1253198.37, Volume:…",https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/hdfc-bank-share-price-live-updates-20-dec-2023/liveblog/106139489.cms,"https://economictimes.indiatimes.com/thumb/msid-106139489,width-600,resizemode-4,imglength-12884/markets/stocks/stock-liveblog/hdfc-bank-share-price-live-updates-20-dec-2023.jpg",2023-12-20,"Elica 60 cm 1200 m3/hr Filterless Autoclean Kitchen Chimney (FL 600 SLIM HAC MS NERO, Touch + Motion Sensor Control, Black)
Buy Now",the-times-of-india,The Times of India,HDFCBANK,1.0
Economic Times,HDFC Bank Share Price Today Live Updates: HDFC Bank Closes at Rs 1698.1 with 9.17% 1-Month Return,"Discover the HDFC Bank Stock Liveblog, your ultimate resource for real-time updates and insightful analysis on a prominent stock. Keep track of HDFC Bank with the latest details, including: Last traded price 1698.8, Market capitalization: 1287468.18, Volume: …",https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/hdfc-bank-share-price-today-live-updates-02-jan-2024/liveblog/106464011.cms,"https://economictimes.indiatimes.com/thumb/msid-106464011,width-600,resizemode-4,imglength-12884/markets/stocks/stock-liveblog/hdfc-bank-share-price-today-live-updates-02-jan-2024.jpg",2024-01-02,"Voltas beko 8 Place Settings Table Top Dishwasher (2020/2021, DT8S, Silver, Inbuilt Heater)
Buy Now",the-times-of-india,The Times of India,HDFCBANK,0.0
BL Mumbai Bureau,"HDFC Bank’s advances up 63% in Q3, deposits rise 28%","HDFC Bank’s gross advances rose 62.4 per cent y-o-y to ₹24.7 lakh crore as of December 31, 2023. Sequentially, the credit growth was at around 4.9 per cent.",https://www.thehindubusinessline.com/money-and-banking/hdfc-banks-advances-up-63-in-q3-deposits-rise-28/article67710312.ece,https://bl-i.thgim.com/public/incoming/orztse/article67710481.ece/alternates/LANDSCAPE_1200/IMG_hdfc_2_1_BGBEGFKA.jpg,2024-01-05,"HDFC Banks gross advances rose 62.4 per cent y-o-y to 24.7 lakh crore as of December 31, 2023. Sequentially, the credit growth was at around 4.9 per cent. 
Grossing up for transfers through inter-ba… [+1500 chars]",,BusinessLine,HDFCBANK,1.0
MarketBeat News,Maple Brown Abbott Ltd Purchases New Stake in HDFC Bank Limited (NYSE:HDB),"Maple Brown Abbott Ltd acquired a new position in shares of HDFC Bank Limited (NYSE:HDB – Free Report) in the 3rd quarter, according to its most recent Form 13F filing with the SEC. The firm acquired 25,117 shares of the bank’s stock, valued at approximately …",https://www.etfdailynews.com/2024/01/02/maple-brown-abbott-ltd-purchases-new-stake-in-hdfc-bank-limited-nysehdb/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/hdfc-bank-ltd-logo.jpg&w=240&h=240&zc=2,2024-01-02,"Maple Brown Abbott Ltd acquired a new position in shares of HDFC Bank Limited (NYSE:HDB – Free Report) in the 3rd quarter, according to its most recent Form 13F filing with the SEC. The firm acquired… [+3659 chars]",,ETF Daily News,HDFCBANK,0.0
Madhav Suresh & BL Research Bureau,"Sensex journey from 60,000 to 70,000: An analysis","Sensex has touched yet another milestone by closing above 70,000. Earlier, the Sensex recovered past 60,000 in April this year and it took over 170 trading sessions to reach the 70k milestone. Given that the index is based on a free-float market cap, we analy…",https://www.thehindubusinessline.com/portfolio/sensex-journey-from-60000-to-70000-an-analysis/article67642013.ece,https://bl-i.thgim.com/public/incoming/5y54fh/article67538955.ece/alternates/LANDSCAPE_1200/PO16_Bullish_market.jpg,2023-12-16,"It is noteworthy to highlight that L&amp;Ts contribution to the upside was more than the next two stocks contribution put together. 
The list of best performers in terms of share price returns is di… [+477 chars]",,BusinessLine,HDFCBANK,
Economic Times,HDFC Bank Share Price Today Live Updates: HDFC Bank Closes at Rs 1655.7 with 3-Month Return of 1.64%,"Discover the HDFC Bank Stock Liveblog, your go-to destination for real-time updates and comprehensive analysis of a top-performing stock. Keep track of HDFC Bank's latest details, including: Last traded price 1650.0, Market capitalization: 1255321.28, Volume:…",https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/hdfc-bank-share-price-today-live-updates-19-dec-2023/liveblog/106108108.cms,"https://economictimes.indiatimes.com/thumb/msid-106108108,width-600,resizemode-4,imglength-12884/markets/stocks/stock-liveblog/hdfc-bank-share-price-today-live-updates-19-dec-2023.jpg",2023-12-19,"Elica 60 cm 1200 m3/hr Filterless Autoclean Kitchen Chimney (FL 600 SLIM HAC MS NERO, Touch + Motion Sensor Control, Black)
Buy Now",the-times-of-india,The Times of India,HDFCBANK,0.0
Economic Times,HDFC Bank Share Price Live Updates: HDFC Bank Closes at Rs 1656.55 with Impressive 1-Month Return of 10.06%,"Welcome to the HDFC Bank Stock Liveblog, your real-time source for the latest updates and comprehensive analysis on a prominent stock. Dive into the current details of HDFC Bank, including: Last traded price 1660.7, Market capitalization: 1255965.74, Volume: …",https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/hdfc-bank-share-price-live-updates-18-dec-2023/liveblog/106073771.cms,"https://economictimes.indiatimes.com/thumb/msid-106073771,width-600,resizemode-4,imglength-12884/markets/stocks/stock-liveblog/hdfc-bank-share-price-live-updates-18-dec-2023.jpg",2023-12-18,"LG 7 Kg 5 Star Inverter Touch panel Fully-Automatic Front Load Washing Machine with In-Built Heater (FHM1207SDM, Middle Black, Steam for Hygiene Wash), Free 1 Year Extended warranty
Buy Now",the-times-of-india,The Times of India,HDFCBANK,1.0
Economic Times,"HDFC Bank Stocks Live Updates: HDFC Bank Closes at Rs 1672.9 with a Volume of 167,806 Shares","Join us on the HDFC Bank Stock Liveblog, your hub for real-time updates and comprehensive analysis on a prominent stock. Stay in the know with the latest information about HDFC Bank, including: Last traded price 1678.0, Market capitalization: 1268362.0, Volum…",https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/hdfc-bank-stocks-live-updates-04-jan-2024/liveblog/106529637.cms,"https://economictimes.indiatimes.com/thumb/msid-106529637,width-600,resizemode-4,imglength-12884/markets/stocks/stock-liveblog/hdfc-bank-stocks-live-updates-04-jan-2024.jpg",2024-01-04,"Voltas beko 8 Place Settings Table Top Dishwasher (2020/2021, DT8S, Silver, Inbuilt Heater)
Buy Now",the-times-of-india,The Times of India,HDFCBANK,0.0
Moneycontrol News,"Mid-day Mood | Sensex, Nifty trade in red for 2nd day as investors take money off the table",Investors continued to book profits which dragged the benchmarks Nifty 50 and the Sensex down in the red for a second straight session.,https://www.moneycontrol.com/news/business/markets/mid-day-mood-sensex-nifty-trade-in-red-for-2nd-day-as-investors-take-money-off-the-table-11896941.html,https://images.moneycontrol.com/static-mcnews/2023/12/Sensex_nifty_market_down_Sensex-770x433.jpg,2023-12-13,The benchmark Sensex and Nifty extended their losses from the previous session and continued to trade in the red as of mid-day on December 13. Investors continued to book profits off the recent stell… [+3659 chars],,Moneycontrol,HDFCBANK,1.0
MarketBeat News,Migdal Insurance & Financial Holdings Ltd. Raises Stock Holdings in HDFC Bank Limited (NYSE:HDB),"Migdal Insurance & Financial Holdings Ltd. boosted its holdings in shares of HDFC Bank Limited (NYSE:HDB – Free Report) by 31.7% during the 3rd quarter, according to its most recent 13F filing with the Securities & Exchange Commission. The fund owned 10,388 s…",https://www.etfdailynews.com/2024/01/05/migdal-insurance-financial-holdings-ltd-raises-stock-holdings-in-hdfc-bank-limited-nysehdb/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/hdfc-bank-ltd-logo.jpg&w=240&h=240&zc=2,2024-01-05,"Migdal Insurance &amp; Financial Holdings Ltd. boosted its holdings in shares of HDFC Bank Limited (NYSE:HDB – Free Report) by 31.7% during the 3rd quarter, according to its most recent 13F filing wi… [+3556 chars]",,ETF Daily News,HDFCBANK,1.0
Lovisha Darad,"Sensex, Nifty rise after 2 days of profit-booking, largecap flavour plays out",Analysts expect bullish undertone to remain intact in the near-term due to strong fundamentals,https://www.moneycontrol.com/news/business/markets/sensex-nifty-rise-after-2-days-of-profit-booking-largecap-flavour-plays-out-11996761.html,https://images.moneycontrol.com/static-mcnews/2024/01/Sensex_up_higher-770x433.jpg,2024-01-04,"After two-days of profit-booking, domestic markets traded on a positive note on January 4, supported by gains in largecaps like Bajaj twins, HDFC Bank, and Reliance Industries.
The benchmark BSE Sen… [+2273 chars]",,Moneycontrol,HDFCBANK,0.0
